t_ms,step,beam,score,prefix,next_token_id,next_token_str,new_seq
1761104530636,578,2,,,-1,,
1761104530668,579,0,,,-1,,
1761104530668,579,1,,,-1,,
1761104530668,579,2,,,-1,,
1761104530700,580,0,,,-1,,
1761104530700,580,1,,,-1,,
1761104530700,580,2,,,-1,,
1761104530732,581,0,,,-1,,
1761104530732,581,1,,,-1,,
1761104530732,581,2,,,-1,,
1761104530763,582,0,,,-1,,
1761104530763,582,1,,,-1,,
1761104530763,582,2,,,-1,,
1761104530795,583,0,,,-1,,
1761104530795,583,1,,,-1,,
1761104530795,583,2,,,-1,,
1761104530826,584,0,,,-1,,
1761104530826,584,1,,,-1,,
1761104530826,584,2,,,-1,,
1761104530858,585,0,,,-1,,
1761104530858,585,1,,,-1,,
1761104530858,585,2,,,-1,,
1761104530890,586,0,,,-1,,
1761104530890,586,1,,,-1,,
1761104530890,586,2,,,-1,,
1761104530921,587,0,,,-1,,
1761104530921,587,1,,,-1,,
1761104530921,587,2,,,-1,,
1761104530953,588,0,,,-1,,
1761104530953,588,1,,,-1,,
1761104530953,588,2,,,-1,,
1761104530985,589,0,,,-1,,
1761104530985,589,1,,,-1,,
1761104530985,589,2,,,-1,,
1761104531016,590,0,,,-1,,
1761104531016,590,1,,,-1,,
1761104531017,590,2,,,-1,,
1761104531049,591,0,,,-1,,
1761104531049,591,1,,,-1,,
1761104531049,591,2,,,-1,,
1761104531080,592,0,,,-1,,
1761104531080,592,1,,,-1,,
1761104531080,592,2,,,-1,,
1761104531112,593,0,,,-1,,
1761104531112,593,1,,,-1,,
1761104531112,593,2,,,-1,,
1761104531144,594,0,,,-1,,
1761104531144,594,1,,,-1,,
1761104531144,594,2,,,-1,,
1761104531176,595,0,,,-1,,
1761104531176,595,1,,,-1,,
1761104531176,595,2,,,-1,,
1761104531207,596,0,,,-1,,
1761104531207,596,1,,,-1,,
1761104531207,596,2,,,-1,,
1761104531239,597,0,,,-1,,
1761104531239,597,1,,,-1,,
1761104531239,597,2,,,-1,,
1761104531271,598,0,,,-1,,
1761104531271,598,1,,,-1,,
1761104531271,598,2,,,-1,,
1761104531303,599,0,,,-1,,
1761104531303,599,1,,,-1,,
1761104531303,599,2,,,-1,,
1761104531335,600,0,,,-1,,
1761104531335,600,1,,,-1,,
1761104531335,600,2,,,-1,,
1761104531367,601,0,,,-1,,
1761104531367,601,1,,,-1,,
1761104531367,601,2,,,-1,,
1761104531398,602,0,,,-1,,
1761104531398,602,1,,,-1,,
1761104531398,602,2,,,-1,,
1761104531430,603,0,,,-1,,
1761104531430,603,1,,,-1,,
1761104531430,603,2,,,-1,,
1761104531462,604,0,,,-1,,
1761104531462,604,1,,,-1,,
1761104531462,604,2,,,-1,,
1761104531494,605,0,,,-1,,
1761104531494,605,1,,,-1,,
1761104531494,605,2,,,-1,,
1761104531526,606,0,,,-1,,
1761104531526,606,1,,,-1,,
1761104531526,606,2,,,-1,,
1761104531558,607,0,,,-1,,
1761104531558,607,1,,,-1,,
1761104531558,607,2,,,-1,,
1761104531590,608,0,,,-1,,
1761104531590,608,1,,,-1,,
1761104531590,608,2,,,-1,,
1761104531622,609,0,,,-1,,
1761104531622,609,1,,,-1,,
1761104531622,609,2,,,-1,,
1761104531654,610,0,,,-1,,
1761104531654,610,1,,,-1,,
1761104531654,610,2,,,-1,,
1761104531686,611,0,,,-1,,
1761104531686,611,1,,,-1,,
1761104531686,611,2,,,-1,,
1761104531718,612,0,,,-1,,
1761104531718,612,1,,,-1,,
1761104531718,612,2,,,-1,,
1761104531750,613,0,,,-1,,
1761104531750,613,1,,,-1,,
1761104531750,613,2,,,-1,,
1761104531782,614,0,,,-1,,
1761104531782,614,1,,,-1,,
1761104531782,614,2,,,-1,,
1761104531814,615,0,,,-1,,
1761104531814,615,1,,,-1,,
1761104531814,615,2,,,-1,,
1761104531846,616,0,,,-1,,
1761104531846,616,1,,,-1,,
1761104531846,616,2,,,-1,,
1761104531878,617,0,,,-1,,
1761104531878,617,1,,,-1,,
1761104531878,617,2,,,-1,,
1761104531910,618,0,,,-1,,
1761104531910,618,1,,,-1,,
1761104531910,618,2,,,-1,,
1761104531942,619,0,,,-1,,
1761104531942,619,1,,,-1,,
1761104531942,619,2,,,-1,,
1761104531974,620,0,,,-1,,
1761104531974,620,1,,,-1,,
1761104531974,620,2,,,-1,,
1761104532006,621,0,,,-1,,
1761104532006,621,1,,,-1,,
1761104532006,621,2,,,-1,,
1761104532038,622,0,,,-1,,
1761104532038,622,1,,,-1,,
1761104532038,622,2,,,-1,,
1761104532070,623,0,,,-1,,
1761104532070,623,1,,,-1,,
1761104532070,623,2,,,-1,,
1761104532102,624,0,,,-1,,
1761104532102,624,1,,,-1,,
1761104532102,624,2,,,-1,,
1761104532135,625,0,,,-1,,
1761104532135,625,1,,,-1,,
1761104532135,625,2,,,-1,,
1761104532167,626,0,,,-1,,
1761104532167,626,1,,,-1,,
1761104532167,626,2,,,-1,,
1761104532199,627,0,,,-1,,
1761104532199,627,1,,,-1,,
1761104532199,627,2,,,-1,,
1761104532231,628,0,,,-1,,
1761104532231,628,1,,,-1,,
1761104532231,628,2,,,-1,,
1761104532263,629,0,,,-1,,
1761104532263,629,1,,,-1,,
1761104532263,629,2,,,-1,,
1761104532295,630,0,,,-1,,
1761104532295,630,1,,,-1,,
1761104532295,630,2,,,-1,,
1761104532328,631,0,,,-1,,
1761104532328,631,1,,,-1,,
1761104532328,631,2,,,-1,,
1761104532360,632,0,,,-1,,
1761104532360,632,1,,,-1,,
1761104532360,632,2,,,-1,,
1761104532392,633,0,,,-1,,
1761104532392,633,1,,,-1,,
1761104532392,633,2,,,-1,,
1761104532424,634,0,,,-1,,
1761104532424,634,1,,,-1,,
1761104532424,634,2,,,-1,,
1761104532457,635,0,,,-1,,
1761104532457,635,1,,,-1,,
1761104532457,635,2,,,-1,,
1761104532489,636,0,,,-1,,
1761104532489,636,1,,,-1,,
1761104532489,636,2,,,-1,,
1761104532522,637,0,,,-1,,
1761104532522,637,1,,,-1,,
1761104532522,637,2,,,-1,,
1761104532556,638,0,,,-1,,
1761104532556,638,1,,,-1,,
1761104532556,638,2,,,-1,,
1761104532590,639,0,,,-1,,
1761104532590,639,1,,,-1,,
1761104532590,639,2,,,-1,,
1761104532622,640,0,,,-1,,
1761104532622,640,1,,,-1,,
1761104532622,640,2,,,-1,,
1761104532656,641,0,,,-1,,
1761104532656,641,1,,,-1,,
1761104532656,641,2,,,-1,,
1761104532689,642,0,,,-1,,
1761104532689,642,1,,,-1,,
1761104532689,642,2,,,-1,,
1761104532722,643,0,,,-1,,
1761104532722,643,1,,,-1,,
1761104532722,643,2,,,-1,,
1761104532755,644,0,,,-1,,
1761104532755,644,1,,,-1,,
1761104532755,644,2,,,-1,,
1761104532788,645,0,,,-1,,
1761104532788,645,1,,,-1,,
1761104532788,645,2,,,-1,,
1761104532821,646,0,,,-1,,
1761104532821,646,1,,,-1,,
1761104532821,646,2,,,-1,,
1761104532855,647,0,,,-1,,
1761104532855,647,1,,,-1,,
1761104532855,647,2,,,-1,,
1761104532888,648,0,,,-1,,
1761104532888,648,1,,,-1,,
1761104532888,648,2,,,-1,,
1761104532922,649,0,,,-1,,
1761104532922,649,1,,,-1,,
1761104532922,649,2,,,-1,,
1761104532955,650,0,,,-1,,
1761104532955,650,1,,,-1,,
1761104532955,650,2,,,-1,,
1761104532988,651,0,,,-1,,
1761104532988,651,1,,,-1,,
1761104532988,651,2,,,-1,,
1761104533021,652,0,,,-1,,
1761104533021,652,1,,,-1,,
1761104533021,652,2,,,-1,,
1761104533054,653,0,,,-1,,
1761104533054,653,1,,,-1,,
1761104533054,653,2,,,-1,,
1761104533087,654,0,,,-1,,
1761104533087,654,1,,,-1,,
1761104533087,654,2,,,-1,,
1761104533121,655,0,,,-1,,
1761104533121,655,1,,,-1,,
1761104533121,655,2,,,-1,,
1761104533154,656,0,,,-1,,
1761104533154,656,1,,,-1,,
1761104533154,656,2,,,-1,,
1761104533187,657,0,,,-1,,
1761104533187,657,1,,,-1,,
1761104533187,657,2,,,-1,,
1761104533220,658,0,,,-1,,
1761104533220,658,1,,,-1,,
1761104533220,658,2,,,-1,,
1761104533253,659,0,,,-1,,
1761104533253,659,1,,,-1,,
1761104533253,659,2,,,-1,,
1761104533286,660,0,,,-1,,
1761104533286,660,1,,,-1,,
1761104533286,660,2,,,-1,,
1761104533320,661,0,,,-1,,
1761104533320,661,1,,,-1,,
1761104533320,661,2,,,-1,,
1761104533353,662,0,,,-1,,
1761104533353,662,1,,,-1,,
1761104533353,662,2,,,-1,,
1761104533386,663,0,,,-1,,
1761104533386,663,1,,,-1,,
1761104533386,663,2,,,-1,,
1761104533420,664,0,,,-1,,
1761104533420,664,1,,,-1,,
1761104533420,664,2,,,-1,,
1761104533453,665,0,,,-1,,
1761104533453,665,1,,,-1,,
1761104533453,665,2,,,-1,,
1761104533486,666,0,,,-1,,
1761104533486,666,1,,,-1,,
1761104533486,666,2,,,-1,,
1761104533519,667,0,,,-1,,
1761104533519,667,1,,,-1,,
1761104533519,667,2,,,-1,,
1761104533552,668,0,,,-1,,
1761104533552,668,1,,,-1,,
1761104533552,668,2,,,-1,,
1761104533586,669,0,,,-1,,
1761104533586,669,1,,,-1,,
1761104533586,669,2,,,-1,,
1761104533619,670,0,,,-1,,
1761104533619,670,1,,,-1,,
1761104533619,670,2,,,-1,,
1761104533652,671,0,,,-1,,
1761104533652,671,1,,,-1,,
1761104533652,671,2,,,-1,,
1761104535484,672,0,,,-1,,
1761104535484,672,1,,,-1,,
1761104535484,672,2,,,-1,,
1761104535512,673,0,,,-1,,
1761104535512,673,1,,,-1,,
1761104535512,673,2,,,-1,,
1761104535541,674,0,,,-1,,
1761104535541,674,1,,,-1,,
1761104535541,674,2,,,-1,,
1761104535570,675,0,,,-1,,
1761104535570,675,1,,,-1,,
1761104535570,675,2,,,-1,,
1761104535599,676,0,,,-1,,
1761104535599,676,1,,,-1,,
1761104535599,676,2,,,-1,,
1761104535627,677,0,,,-1,,
1761104535627,677,1,,,-1,,
1761104535627,677,2,,,-1,,
1761104535656,678,0,,,-1,,
1761104535656,678,1,,,-1,,
1761104535656,678,2,,,-1,,
1761104535685,679,0,,,-1,,
1761104535685,679,1,,,-1,,
1761104535685,679,2,,,-1,,
1761104535713,680,0,,,-1,,
1761104535713,680,1,,,-1,,
1761104535713,680,2,,,-1,,
1761104535742,681,0,,,-1,,
1761104535742,681,1,,,-1,,
1761104535742,681,2,,,-1,,
1761104535770,682,0,,,-1,,
1761104535770,682,1,,,-1,,
1761104535770,682,2,,,-1,,
1761104535799,683,0,,,-1,,
1761104535799,683,1,,,-1,,
1761104535799,683,2,,,-1,,
1761104535828,684,0,,,-1,,
1761104535828,684,1,,,-1,,
1761104535828,684,2,,,-1,,
1761104535857,685,0,,,-1,,
1761104535857,685,1,,,-1,,
1761104535857,685,2,,,-1,,
1761104535886,686,0,,,-1,,
1761104535886,686,1,,,-1,,
1761104535886,686,2,,,-1,,
1761104535914,687,0,,,-1,,
1761104535914,687,1,,,-1,,
1761104535914,687,2,,,-1,,
1761104535943,688,0,,,-1,,
1761104535943,688,1,,,-1,,
1761104535943,688,2,,,-1,,
1761104535972,689,0,,,-1,,
1761104535972,689,1,,,-1,,
1761104535972,689,2,,,-1,,
1761104536000,690,0,,,-1,,
1761104536000,690,1,,,-1,,
1761104536000,690,2,,,-1,,
1761104536029,691,0,,,-1,,
1761104536029,691,1,,,-1,,
1761104536029,691,2,,,-1,,
1761104536058,692,0,,,-1,,
1761104536058,692,1,,,-1,,
1761104536058,692,2,,,-1,,
1761104536087,693,0,,,-1,,
1761104536087,693,1,,,-1,,
1761104536087,693,2,,,-1,,
1761104536115,694,0,,,-1,,
1761104536115,694,1,,,-1,,
1761104536115,694,2,,,-1,,
1761104536144,695,0,,,-1,,
1761104536144,695,1,,,-1,,
1761104536144,695,2,,,-1,,
1761104536173,696,0,,,-1,,
1761104536173,696,1,,,-1,,
1761104536173,696,2,,,-1,,
1761104536202,697,0,,,-1,,
1761104536202,697,1,,,-1,,
1761104536202,697,2,,,-1,,
1761104536230,698,0,,,-1,,
1761104536230,698,1,,,-1,,
1761104536230,698,2,,,-1,,
1761104536259,699,0,,,-1,,
1761104536259,699,1,,,-1,,
1761104536259,699,2,,,-1,,
1761104536288,700,0,,,-1,,
1761104536288,700,1,,,-1,,
1761104536288,700,2,,,-1,,
1761104536317,701,0,,,-1,,
1761104536317,701,1,,,-1,,
1761104536317,701,2,,,-1,,
1761104536346,702,0,,,-1,,
1761104536346,702,1,,,-1,,
1761104536346,702,2,,,-1,,
1761104536375,703,0,,,-1,,
1761104536375,703,1,,,-1,,
1761104536375,703,2,,,-1,,
1761104536404,704,0,,,-1,,
1761104536404,704,1,,,-1,,
1761104536404,704,2,,,-1,,
1761104536433,705,0,,,-1,,
1761104536433,705,1,,,-1,,
1761104536433,705,2,,,-1,,
1761104536461,706,0,,,-1,,
1761104536461,706,1,,,-1,,
1761104536461,706,2,,,-1,,
1761104536490,707,0,,,-1,,
1761104536490,707,1,,,-1,,
1761104536490,707,2,,,-1,,
1761104536519,708,0,,,-1,,
1761104536519,708,1,,,-1,,
1761104536519,708,2,,,-1,,
1761104536548,709,0,,,-1,,
1761104536548,709,1,,,-1,,
1761104536548,709,2,,,-1,,
1761104536577,710,0,,,-1,,
1761104536577,710,1,,,-1,,
1761104536577,710,2,,,-1,,
1761104536607,711,0,,,-1,,
1761104536607,711,1,,,-1,,
1761104536607,711,2,,,-1,,
1761104536637,712,0,,,-1,,
1761104536637,712,1,,,-1,,
1761104536637,712,2,,,-1,,
1761104536666,713,0,,,-1,,
1761104536666,713,1,,,-1,,
1761104536666,713,2,,,-1,,
1761104536695,714,0,,,-1,,
1761104536695,714,1,,,-1,,
1761104536695,714,2,,,-1,,
1761104536725,715,0,,,-1,,
1761104536725,715,1,,,-1,,
1761104536725,715,2,,,-1,,
1761104536754,716,0,,,-1,,
1761104536754,716,1,,,-1,,
1761104536754,716,2,,,-1,,
1761104536783,717,0,,,-1,,
1761104536783,717,1,,,-1,,
1761104536783,717,2,,,-1,,
1761104536812,718,0,,,-1,,
1761104536812,718,1,,,-1,,
1761104536812,718,2,,,-1,,
1761104536841,719,0,,,-1,,
1761104536841,719,1,,,-1,,
1761104536841,719,2,,,-1,,
1761104536870,720,0,,,-1,,
1761104536870,720,1,,,-1,,
1761104536870,720,2,,,-1,,
1761104536899,721,0,,,-1,,
1761104536899,721,1,,,-1,,
1761104536899,721,2,,,-1,,
1761104536928,722,0,,,-1,,
1761104536928,722,1,,,-1,,
1761104536928,722,2,,,-1,,
1761104536957,723,0,,,-1,,
1761104536957,723,1,,,-1,,
1761104536957,723,2,,,-1,,
1761104536987,724,0,,,-1,,
1761104536987,724,1,,,-1,,
1761104536987,724,2,,,-1,,
1761104537016,725,0,,,-1,,
1761104537016,725,1,,,-1,,
1761104537016,725,2,,,-1,,
1761104537045,726,0,,,-1,,
1761104537045,726,1,,,-1,,
1761104537045,726,2,,,-1,,
1761104537074,727,0,,,-1,,
1761104537074,727,1,,,-1,,
1761104537074,727,2,,,-1,,
1761104537104,728,0,,,-1,,
1761104537104,728,1,,,-1,,
1761104537104,728,2,,,-1,,
1761104537133,729,0,,,-1,,
1761104537133,729,1,,,-1,,
1761104537133,729,2,,,-1,,
1761104537162,730,0,,,-1,,
1761104537162,730,1,,,-1,,
1761104537162,730,2,,,-1,,
1761104537191,731,0,,,-1,,
1761104537191,731,1,,,-1,,
1761104537191,731,2,,,-1,,
1761104537220,732,0,,,-1,,
1761104537220,732,1,,,-1,,
1761104537220,732,2,,,-1,,
1761104537249,733,0,,,-1,,
1761104537249,733,1,,,-1,,
1761104537249,733,2,,,-1,,
1761104537279,734,0,,,-1,,
1761104537279,734,1,,,-1,,
1761104537279,734,2,,,-1,,
1761104537309,735,0,,,-1,,
1761104537309,735,1,,,-1,,
1761104537309,735,2,,,-1,,
1761104537339,736,0,,,-1,,
1761104537339,736,1,,,-1,,
1761104537339,736,2,,,-1,,
1761104537370,737,0,,,-1,,
1761104537370,737,1,,,-1,,
1761104537370,737,2,,,-1,,
1761104537400,738,0,,,-1,,
1761104537400,738,1,,,-1,,
1761104537400,738,2,,,-1,,
1761104537431,739,0,,,-1,,
1761104537431,739,1,,,-1,,
1761104537431,739,2,,,-1,,
1761104539263,740,0,,,-1,,
1761104539263,740,1,,,-1,,
1761104539263,740,2,,,-1,,
1761104539292,741,0,,,-1,,
1761104539292,741,1,,,-1,,
1761104539292,741,2,,,-1,,
1761104539320,742,0,,,-1,,
1761104539320,742,1,,,-1,,
1761104539320,742,2,,,-1,,
1761104539349,743,0,,,-1,,
1761104539349,743,1,,,-1,,
1761104539349,743,2,,,-1,,
1761104539377,744,0,,,-1,,
1761104539377,744,1,,,-1,,
1761104539377,744,2,,,-1,,
1761104539406,745,0,,,-1,,
1761104539406,745,1,,,-1,,
1761104539406,745,2,,,-1,,
1761104539434,746,0,,,-1,,
1761104539434,746,1,,,-1,,
1761104539434,746,2,,,-1,,
1761104539464,747,0,,,-1,,
1761104539464,747,1,,,-1,,
1761104539464,747,2,,,-1,,
1761104539492,748,0,,,-1,,
1761104539492,748,1,,,-1,,
1761104539492,748,2,,,-1,,
1761104539520,749,0,,,-1,,
1761104539520,749,1,,,-1,,
1761104539520,749,2,,,-1,,
1761104539549,750,0,,,-1,,
1761104539549,750,1,,,-1,,
1761104539549,750,2,,,-1,,
1761104539578,751,0,,,-1,,
1761104539578,751,1,,,-1,,
1761104539578,751,2,,,-1,,
1761104539607,752,0,,,-1,,
1761104539607,752,1,,,-1,,
1761104539607,752,2,,,-1,,
1761104539636,753,0,,,-1,,
1761104539636,753,1,,,-1,,
1761104539636,753,2,,,-1,,
1761104539664,754,0,,,-1,,
1761104539664,754,1,,,-1,,
1761104539664,754,2,,,-1,,
1761104539693,755,0,,,-1,,
1761104539693,755,1,,,-1,,
1761104539693,755,2,,,-1,,
1761104539721,756,0,,,-1,,
1761104539721,756,1,,,-1,,
1761104539721,756,2,,,-1,,
1761104539750,757,0,,,-1,,
1761104539750,757,1,,,-1,,
1761104539750,757,2,,,-1,,
1761104539778,758,0,,,-1,,
1761104539778,758,1,,,-1,,
1761104539778,758,2,,,-1,,
1761104539807,759,0,,,-1,,
1761104539807,759,1,,,-1,,
1761104539807,759,2,,,-1,,
1761104539836,760,0,,,-1,,
1761104539836,760,1,,,-1,,
1761104539836,760,2,,,-1,,
1761104539865,761,0,,,-1,,
1761104539865,761,1,,,-1,,
1761104539865,761,2,,,-1,,
1761104539894,762,0,,,-1,,
1761104539894,762,1,,,-1,,
1761104539894,762,2,,,-1,,
1761104539922,763,0,,,-1,,
1761104539922,763,1,,,-1,,
1761104539922,763,2,,,-1,,
1761104539951,764,0,,,-1,,
1761104539951,764,1,,,-1,,
1761104539951,764,2,,,-1,,
1761104539980,765,0,,,-1,,
1761104539980,765,1,,,-1,,
1761104539980,765,2,,,-1,,
1761104540008,766,0,,,-1,,
1761104540008,766,1,,,-1,,
1761104540008,766,2,,,-1,,
1761104540037,767,0,,,-1,,
1761104540037,767,1,,,-1,,
1761104540037,767,2,,,-1,,
1761104540066,768,0,,,-1,,
1761104540066,768,1,,,-1,,
1761104540066,768,2,,,-1,,
1761104540095,769,0,,,-1,,
1761104540095,769,1,,,-1,,
1761104540095,769,2,,,-1,,
1761104540124,770,0,,,-1,,
1761104540124,770,1,,,-1,,
1761104540124,770,2,,,-1,,
1761104540152,771,0,,,-1,,
1761104540152,771,1,,,-1,,
1761104540152,771,2,,,-1,,
1761104540181,772,0,,,-1,,
1761104540181,772,1,,,-1,,
1761104540181,772,2,,,-1,,
1761104540210,773,0,,,-1,,
1761104540210,773,1,,,-1,,
1761104540210,773,2,,,-1,,
1761104540239,774,0,,,-1,,
1761104540239,774,1,,,-1,,
1761104540239,774,2,,,-1,,
1761104540269,775,0,,,-1,,
1761104540269,775,1,,,-1,,
1761104540269,775,2,,,-1,,
1761104540299,776,0,,,-1,,
1761104540299,776,1,,,-1,,
1761104540299,776,2,,,-1,,
1761104540329,777,0,,,-1,,
1761104540329,777,1,,,-1,,
1761104540329,777,2,,,-1,,
1761104540358,778,0,,,-1,,
1761104540359,778,1,,,-1,,
1761104540359,778,2,,,-1,,
1761104540387,779,0,,,-1,,
1761104540387,779,1,,,-1,,
1761104540387,779,2,,,-1,,
1761104540416,780,0,,,-1,,
1761104540416,780,1,,,-1,,
1761104540416,780,2,,,-1,,
1761104540445,781,0,,,-1,,
1761104540445,781,1,,,-1,,
1761104540445,781,2,,,-1,,
1761104540474,782,0,,,-1,,
1761104540474,782,1,,,-1,,
1761104540474,782,2,,,-1,,
1761104540504,783,0,,,-1,,
1761104540504,783,1,,,-1,,
1761104540504,783,2,,,-1,,
1761104540533,784,0,,,-1,,
1761104540533,784,1,,,-1,,
1761104540533,784,2,,,-1,,
1761104542366,785,0,,,-1,,
1761104542366,785,1,,,-1,,
1761104542366,785,2,,,-1,,
1761104542396,786,0,,,-1,,
1761104542396,786,1,,,-1,,
1761104542396,786,2,,,-1,,
1761104542425,787,0,,,-1,,
1761104542425,787,1,,,-1,,
1761104542425,787,2,,,-1,,
1761104542453,788,0,,,-1,,
1761104542453,788,1,,,-1,,
1761104542453,788,2,,,-1,,
1761104542482,789,0,,,-1,,
1761104542482,789,1,,,-1,,
1761104542482,789,2,,,-1,,
1761104542511,790,0,,,-1,,
1761104542511,790,1,,,-1,,
1761104542511,790,2,,,-1,,
1761104542539,791,0,,,-1,,
1761104542539,791,1,,,-1,,
1761104542539,791,2,,,-1,,
1761104542568,792,0,,,-1,,
1761104542568,792,1,,,-1,,
1761104542568,792,2,,,-1,,
1761104542597,793,0,,,-1,,
1761104542597,793,1,,,-1,,
1761104542597,793,2,,,-1,,
1761104542625,794,0,,,-1,,
1761104542625,794,1,,,-1,,
1761104542625,794,2,,,-1,,
1761104542654,795,0,,,-1,,
1761104542654,795,1,,,-1,,
1761104542654,795,2,,,-1,,
1761104542682,796,0,,,-1,,
1761104542682,796,1,,,-1,,
1761104542682,796,2,,,-1,,
1761104542711,797,0,,,-1,,
1761104542711,797,1,,,-1,,
1761104542711,797,2,,,-1,,
1761104542740,798,0,,,-1,,
1761104542741,798,1,,,-1,,
1761104542741,798,2,,,-1,,
1761104542770,799,0,,,-1,,
1761104542771,799,1,,,-1,,
1761104542771,799,2,,,-1,,
1761104542800,800,0,,,-1,,
1761104542800,800,1,,,-1,,
1761104542800,800,2,,,-1,,
1761104542828,801,0,,,-1,,
1761104542828,801,1,,,-1,,
1761104542828,801,2,,,-1,,
1761104542857,802,0,,,-1,,
1761104542857,802,1,,,-1,,
1761104542857,802,2,,,-1,,
1761104542885,803,0,,,-1,,
1761104542885,803,1,,,-1,,
1761104542885,803,2,,,-1,,
1761104542914,804,0,,,-1,,
1761104542914,804,1,,,-1,,
1761104542914,804,2,,,-1,,
1761104542943,805,0,,,-1,,
1761104542943,805,1,,,-1,,
1761104542943,805,2,,,-1,,
1761104542971,806,0,,,-1,,
1761104542971,806,1,,,-1,,
1761104542971,806,2,,,-1,,
1761104543000,807,0,,,-1,,
1761104543000,807,1,,,-1,,
1761104543000,807,2,,,-1,,
1761104543029,808,0,,,-1,,
1761104543029,808,1,,,-1,,
1761104543029,808,2,,,-1,,
1761104543057,809,0,,,-1,,
1761104543057,809,1,,,-1,,
1761104543057,809,2,,,-1,,
1761104543086,810,0,,,-1,,
1761104543086,810,1,,,-1,,
1761104543086,810,2,,,-1,,
1761104543114,811,0,,,-1,,
1761104543114,811,1,,,-1,,
1761104543114,811,2,,,-1,,
1761104543143,812,0,,,-1,,
1761104543143,812,1,,,-1,,
1761104543143,812,2,,,-1,,
1761104543172,813,0,,,-1,,
1761104543172,813,1,,,-1,,
1761104543172,813,2,,,-1,,
1761104543201,814,0,,,-1,,
1761104543201,814,1,,,-1,,
1761104543201,814,2,,,-1,,
1761104543230,815,0,,,-1,,
1761104543230,815,1,,,-1,,
1761104543230,815,2,,,-1,,
1761104543259,816,0,,,-1,,
1761104543259,816,1,,,-1,,
1761104543259,816,2,,,-1,,
1761104543288,817,0,,,-1,,
1761104543288,817,1,,,-1,,
1761104543288,817,2,,,-1,,
1761104543317,818,0,,,-1,,
1761104543317,818,1,,,-1,,
1761104543317,818,2,,,-1,,
1761104543346,819,0,,,-1,,
1761104543346,819,1,,,-1,,
1761104543346,819,2,,,-1,,
1761104543375,820,0,,,-1,,
1761104543375,820,1,,,-1,,
1761104543375,820,2,,,-1,,
1761104543404,821,0,,,-1,,
1761104543404,821,1,,,-1,,
1761104543404,821,2,,,-1,,
1761104543433,822,0,,,-1,,
1761104543433,822,1,,,-1,,
1761104543433,822,2,,,-1,,
1761104543462,823,0,,,-1,,
1761104543462,823,1,,,-1,,
1761104543462,823,2,,,-1,,
1761104543490,824,0,,,-1,,
1761104543490,824,1,,,-1,,
1761104543490,824,2,,,-1,,
1761104543519,825,0,,,-1,,
1761104543519,825,1,,,-1,,
1761104543519,825,2,,,-1,,
1761104543548,826,0,,,-1,,
1761104543548,826,1,,,-1,,
1761104543548,826,2,,,-1,,
1761104543578,827,0,,,-1,,
1761104543578,827,1,,,-1,,
1761104543578,827,2,,,-1,,
1761104543607,828,0,,,-1,,
1761104543607,828,1,,,-1,,
1761104543607,828,2,,,-1,,
1761104543636,829,0,,,-1,,
1761104543636,829,1,,,-1,,
1761104543636,829,2,,,-1,,
1761104543665,830,0,,,-1,,
1761104543666,830,1,,,-1,,
1761104543666,830,2,,,-1,,
1761104543695,831,0,,,-1,,
1761104543695,831,1,,,-1,,
1761104543695,831,2,,,-1,,
1761104543724,832,0,,,-1,,
1761104543724,832,1,,,-1,,
1761104543724,832,2,,,-1,,
1761104543753,833,0,,,-1,,
1761104543753,833,1,,,-1,,
1761104543753,833,2,,,-1,,
1761104543782,834,0,,,-1,,
1761104543782,834,1,,,-1,,
1761104543782,834,2,,,-1,,
1761104543811,835,0,,,-1,,
1761104543811,835,1,,,-1,,
1761104543811,835,2,,,-1,,
1761104543840,836,0,,,-1,,
1761104543840,836,1,,,-1,,
1761104543840,836,2,,,-1,,
1761104543869,837,0,,,-1,,
1761104543869,837,1,,,-1,,
1761104543869,837,2,,,-1,,
1761104543898,838,0,,,-1,,
1761104543898,838,1,,,-1,,
1761104543898,838,2,,,-1,,
1761104543927,839,0,,,-1,,
1761104543927,839,1,,,-1,,
1761104543927,839,2,,,-1,,
1761104543956,840,0,,,-1,,
1761104543956,840,1,,,-1,,
1761104543956,840,2,,,-1,,
1761104543985,841,0,,,-1,,
1761104543985,841,1,,,-1,,
1761104543985,841,2,,,-1,,
1761104544014,842,0,,,-1,,
1761104544014,842,1,,,-1,,
1761104544014,842,2,,,-1,,
1761104544043,843,0,,,-1,,
1761104544043,843,1,,,-1,,
1761104544043,843,2,,,-1,,
1761104544073,844,0,,,-1,,
1761104544073,844,1,,,-1,,
1761104544073,844,2,,,-1,,
1761104544102,845,0,,,-1,,
1761104544102,845,1,,,-1,,
1761104544102,845,2,,,-1,,
1761104544132,846,0,,,-1,,
1761104544132,846,1,,,-1,,
1761104544132,846,2,,,-1,,
1761104544162,847,0,,,-1,,
1761104544162,847,1,,,-1,,
1761104544162,847,2,,,-1,,
1761104544192,848,0,,,-1,,
1761104544192,848,1,,,-1,,
1761104544192,848,2,,,-1,,
1761104544222,849,0,,,-1,,
1761104544222,849,1,,,-1,,
1761104544222,849,2,,,-1,,
1761104544252,850,0,,,-1,,
1761104544252,850,1,,,-1,,
1761104544252,850,2,,,-1,,
1761104544282,851,0,,,-1,,
1761104544282,851,1,,,-1,,
1761104544282,851,2,,,-1,,
1761104544312,852,0,,,-1,,
